
time;ax;ay;az;wx;wy;wz;
31,670547;0,3107;-0,0265;-0,3515;-0,0302;0,0021;-0,0403;
31,770034;-0,0575;0,3958;-0,2645;-0,0156;-0,0284;-0,0452;
31,870578;0,2358;0,2687;-0,5281;-0,0021;-0,0260;-0,0696;
31,970814;0,6442;0,8218;0,8124;0,0284;0,0144;-0,0672;
32,071434;-0,4197;-0,8553;-0,0009;-0,0706;0,0767;0,0709;
32,171313;0,0328;1,5911;1,1693;0,0174;-0,0186;0,0037;
32,271561;-0,6294;-0,9281;-0,1702;-0,0535;0,0547;0,0513;
32,371815;-0,1122;-0,5594;-0,8213;-0,0620;-0,0455;-0,0770;
32,472847;-0,7674;0,4385;1,0761;-0,0131;-0,0467;0,0684;
32,572402;-1,7877;-0,7104;-0,7804;-0,0156;-0,0699;0,2065;
32,672784;-0,3307;-0,6657;0,0836;-0,0217;0,0156;0,0586;
32,772529;-0,3186;0,5150;-0,1746;0,0052;-0,0687;-0,0281;
32,873115;-0,0629;-0,4929;0,0547;0,0418;0,0522;0,0122;
32,973120;0,3260;0,8305;0,1534;0,0724;-0,0211;-0,0623;
33,073414;-0,0837;0,1572;0,5382;0,0333;-0,0345;0,0037;
33,172986;0,0248;1,5454;0,5744;0,0846;0,0302;0,0098;
33,273053;0,5086;0,6598;-0,6006;0,0834;-0,0541;-0,0147;
33,373348;-0,6097;-0,2543;-0,1478;-0,0180;-0,0589;0,0220;
33,474736;-0,0522;-0,0911;-0,1240;-0,1206;0,0425;-0,0195;
33,574060;-0,6270;-0,1168;-0,5718;-0,0388;-0,0455;0,0501;
33,674203;0,1885;-0,0119;-0,5005;-0,0559;-0,0296;-0,0648;
33,774491;0,5121;-0,1989;0,2311;0,0150;0,0278;-0,0464;
33,874587;0,6174;0,4592;0,6167;0,0492;0,0400;-0,0745;
33,974730;0,7489;0,4521;0,0062;-0,0217;0,0070;-0,0159;
34,074840;-0,0346;0,0593;0,6213;0,0052;-0,0418;-0,0122;
34,175003;-0,1821;-0,8924;-0,4637;-0,0009;-0,0651;-0,0195;
34,275690;-0,2770;-0,4719;-0,2124;-0,0400;-0,0345;0,0122;
34,375709;-0,6380;-0,6549;0,2029;-0,0254;-0,0113;0,0342;
34,475960;1,1204;-0,0257;-0,1144;0,0467;0,0180;-0,0391;
34,575988;-0,0872;0,2457;1,0724;0,0284;-0,0357;0,0061;
34,676999;0,5665;0,9853;0,8562;0,0651;0,0278;-0,0159;
34,778587;-0,3435;-0,3286;1,1481;0,0797;0,0425;0,0318;
34,878593;0,3080;-0,2195;0,3332;0,0186;0,0058;-0,0061;
34,979349;0,3774;0,4015;0,3472;-0,0644;0,0229;-0,0147;
35,079570;0,8913;0,8721;0,2629;-0,0070;-0,0015;-0,0733;
35,179325;-0,1277;-0,8279;-0,0676;-0,0754;-0,0455;0,0024;
35,279778;0,2242;0,9886;0,7432;0,0406;-0,0186;0,0379;
35,380152;-0,1252;-0,7643;-1,4272;0,0027;-0,0761;-0,0635;
35,479500;0,6105;-0,1246;0,6946;0,0993;0,0180;-0,0525;
35,579976;0,0040;1,1830;1,6993;0,1164;0,0510;0,0342;
35,680492;-0,5113;1,3753;0,5367;0,0333;-0,0394;0,0660;
35,780138;3,4341;1,7998;1,0460;0,0858;0,1145;-0,3030;
35,880344;-0,4605;-0,6826;-0,3174;-0,0339;-0,0431;-0,0489;
