
time;ax;ay;az;wx;wy;wz;
25,657256;0,0241;-0,9361;-0,6336;0,0834;0,1691;0,0295;
25,757950;-0,5065;1,9853;2,1779;0,1555;0,2411;0,1126;
25,858111;-0,7227;-1,2324;-0,1058;-0,0681;0,0591;0,0857;
25,958432;-0,4991;0,5676;1,6805;-0,0278;0,1092;0,2518;
26,058725;0,7452;-0,4752;1,8641;0,0235;0,2656;0,1590;
26,159759;0,3720;-1,5699;1,7306;0,0773;0,0689;0,0441;
26,260548;1,0188;-0,8211;1,0132;0,0186;0,0542;0,0173;
26,361839;0,7600;-1,6674;0,7637;0,0076;0,0322;0,0796;
26,461981;1,2977;-0,1832;1,2319;0,0345;0,0322;-0,0878;
26,562851;0,0929;-1,4781;0,1216;-0,0657;-0,0154;0,0441;
26,664202;0,5586;-1,0916;0,6496;0,0993;0,1177;0,0173;
26,764319;0,4743;-1,2027;0,0476;-0,1219;0,0273;0,0148;
26,864212;0,6548;-1,0097;0,5427;0,0015;0,0298;0,0380;
26,965068;2,5297;-0,2324;1,2770;0,0211;0,1104;0,0173;
27,066182;1,1115;-1,2459;1,1354;-0,0767;0,0163;0,0637;
27,170108;1,4145;-2,0211;0,7370;-0,0962;0,0738;-0,0121;
27,270093;0,9955;-1,8822;1,1354;-0,0767;-0,0179;-0,0072;
27,370493;3,1024;-0,6548;2,1609;0,0125;0,0066;-0,1208;
27,471338;1,0859;-2,7427;-0,4030;-0,0388;-0,0594;-0,0890;
27,572353;1,9020;-0,5456;1,7988;-0,0351;-0,0203;0,0221;
27,673342;2,7492;-1,2821;0,9539;-0,0987;-0,0826;-0,2259;
27,774074;1,5332;-0,4882;1,4504;-0,0425;-0,1559;-0,0536;
27,874867;2,7155;-0,7471;1,3634;0,0748;0,0176;-0,0951;
27,976260;1,9448;-3,2106;-0,0257;-0,0974;-0,1437;-0,0475;
28,078464;2,0901;0,0099;2,8254;0,0638;0,1275;0,0796;
28,178386;1,9841;-0,4609;2,4120;0,0321;0,0176;-0,1342;
28,279006;0,5166;-0,8089;1,5533;0,0260;-0,1132;0,0014;
28,379844;1,1859;-1,6158;2,1348;-0,0180;0,0286;0,1064;
28,480280;1,7730;-1,2363;1,2067;0,0773;0,0542;0,0319;
28,581457;0,9968;-1,2390;0,8951;-0,1011;-0,2158;-0,0732;
28,682121;1,6599;0,0914;1,4958;-0,0131;-0,0557;0,0063;
28,783472;1,6449;-0,5512;1,1893;0,0418;-0,0118;-0,1110;
28,884080;0,6006;-1,6122;0,9590;-0,1133;-0,1449;-0,0536;
28,985506;1,0325;-1,1005;0,3027;0,0150;-0,0680;-0,0695;
29,085844;1,4646;-1,4871;1,3903;0,0247;-0,0166;-0,0426;
29,186809;0,1388;-1,2365;0,0752;-0,0877;-0,1229;0,0454;
29,286533;1,2713;0,5002;3,2219;0,1689;0,0530;-0,0231;
29,387372;0,2471;-0,6504;0,8820;-0,0009;-0,1364;-0,0011;
29,488314;1,6369;-0,5433;0,7185;-0,0131;-0,0313;-0,0560;
29,589213;0,2686;-0,1113;-0,1046;0,0492;-0,0875;-0,0707;
29,690270;-0,1170;-0,3816;-0,1564;0,0284;-0,0899;-0,0316;
29,792704;-0,1145;-0,1742;0,2218;-0,0486;-0,1278;-0,0341;
29,892117;0,3608;0,6984;0,7943;0,0577;-0,0154;0,0173;
29,993125;0,0589;0,7473;0,7889;0,0052;-0,0240;-0,0316;
30,092843;-0,1207;-0,1647;-0,6011;-0,0009;-0,1119;-0,0414;
30,193662;-0,2655;-0,8938;-0,0698;0,0113;-0,1107;-0,0328;
30,295496;0,4747;0,0832;1,1669;0,0174;-0,0912;-0,0292;
30,395693;0,5747;-0,2766;1,1889;0,0504;-0,0704;-0,0096;
30,496153;0,4058;-0,8951;0,4072;-0,0021;-0,0606;-0,0243;
30,596827;0,3972;-0,3231;0,9250;0,0333;-0,0521;-0,0438;
30,697573;0,4684;-0,5505;0,4191;-0,0254;-0,0863;-0,0328;
30,798786;-0,1482;-0,3704;0,5707;-0,0082;-0,0753;-0,0157;
30,899805;0,4351;-0,2876;0,8805;0,0150;0,0102;-0,0487;
31,000570;0,3423;-0,3870;0,6802;-0,0070;-0,0191;-0,0267;
31,101510;-0,1722;-0,3092;0,6005;-0,0302;-0,0619;0,0026;
31,202000;0,0315;-0,2778;0,1779;-0,0192;-0,0313;-0,0267;
31,302316;0,7000;0,0356;1,0537;0,0541;0,0762;-0,0573;
31,402810;-1,0511;0,9778;-1,6710;0,0199;-0,0313;0,0075;
31,502934;-0,1460;0,6053;-1,1817;-0,0217;0,0249;-0,0365;
31,603597;-0,4572;-0,3638;-0,8022;0,0003;-0,0203;0,0063;
31,705059;-0,7329;0,9814;-1,3202;0,0125;-0,0069;-0,0035;
31,805250;-0,2636;0,3518;-0,9501;-0,0107;0,0310;0,0026;
31,906284;-0,4906;0,3664;-0,4332;0,0052;-0,0154;0,0209;
32,007655;-0,4646;0,4127;-0,9129;-0,0095;-0,0105;-0,0035;
32,107584;-0,3083;0,2648;-0,6424;-0,0034;0,0176;0,0124;
32,208739;-0,3038;-0,1544;-0,6121;-0,0082;0,0102;0,0173;
32,310434;-0,2707;0,2917;-0,7632;-0,0119;-0,0228;-0,0218;
32,410566;0,0506;0,2469;-0,4096;0,0125;-0,0118;-0,0316;
32,511833;-0,3086;0,1376;-0,5792;-0,0119;-0,0057;0,0124;
32,612201;-0,2860;-0,2868;-0,1906;0,0015;0,0273;0,0173;
32,713268;0,0711;0,1980;-0,1413;0,0076;-0,0203;-0,0292;
32,813683;-0,1696;0,3138;-0,5112;-0,0131;-0,0203;0,0026;
32,914698;-0,1090;-0,0543;-0,2735;-0,0070;0,0359;0,0319;
33,015585;0,0138;-0,0370;0,0912;0,0235;0,0139;-0,0035;
33,116755;-0,0832;0,3277;-0,2038;-0,0034;-0,0374;-0,0255;
33,216781;0,1150;0,1327;-0,3747;0,0003;-0,0032;-0,0108;
33,318082;-0,0646;-0,1609;0,1013;0,0211;0,0334;0,0331;
33,418111;-0,1492;-0,1992;0,1492;0,0113;0,0005;-0,0060;
33,519490;0,0786;-0,0066;-0,0981;-0,0070;-0,0301;-0,0304;
33,620597;-0,1182;0,1951;-0,2552;0,0064;-0,0154;0,0197;
33,722520;-0,0261;-0,0188;0,3549;0,0272;0,0457;0,0160;
33,822239;0,0972;-0,0877;0,1638;0,0101;0,0029;-0,0060;
33,922567;-0,0152;0,1995;-0,1164;0,0064;-0,0521;-0,0243;
34,023051;0,1646;0,2545;0,0401;0,0235;0,0322;0,0099;
34,123288;-0,0237;-0,3807;-0,0108;0,0125;0,0371;0,0258;
34,224294;-0,1919;-0,2106;0,0298;-0,0034;-0,0325;-0,0133;
34,325574;0,3011;0,6229;0,1324;-0,0034;-0,0032;-0,0231;
34,426186;-0,1356;-0,2518;-0,3635;0,0027;0,0005;0,0246;
34,527346;-0,1600;-0,3063;-0,0253;0,0003;-0,0142;0,0038;
34,628788;0,2644;0,5937;0,3564;0,0125;0,0176;-0,0182;
